Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
"239439964029468674","RT @JessiDuno Lamentable q a más d 12hrs d la tragedia en #Amuay aún no hayan declaraciones serias y responsables del Estado",Outsiders,Other Useful Information,Related - but not informative
"239441809506455553","RT @mundoconsola: Por lo sucedido en #Falcón nuestra tienda en @tusambil #Paraguaná NO abrirá el día de hoy, ¡Colaboraremos en el centro ...",Outsiders,Sympathy and support,Related - but not informative
"239442140869046272","Toda Vzla paralizada con la gran tragedia de larefineria de #Amuay, muchas fuerzas a todas esas familias de los fallecidos...",Outsiders,Sympathy and support,Related - but not informative
"239443294327808000","@adncali:24 personas murieron en explosión de una refinería en Venezuela. Al menos otras 80 personas resultaron heridas http://t.co/iQEZF82O",Media,Affected individuals,Related and informative
"239443554374676480","RT @noticias24: Nuevas imágenes diurnas de la tragedia en la refinería Amuay (actualizado con agencias) - http://t.co/WCuqkoxZ",Media,Other Useful Information,Related and informative
"239443944411373568","RT @alcaldeledezma: Me pronuncié sobre #Amuay desde #Carapita donde estamos apoyando a familias afectadas por las lluvias! http://t.co/x ...",Government,Other Useful Information,Related - but not informative
"239444334498430976","Que mas sera necesario para aprender y trascender señor mio!!! #Amuay",Not labeled,Not labeled,Not related
"239444699390291968","Another reason to go #renewable. God Bless Them RT @CleanEnergyView: Blast at Venezuela's Lgst Oil Refinery Kills 24 http://t.co/fjL7FbuC",Outsiders,Affected individuals,Related and informative
"239444762317447169","RT @testoysiguiendo: Pero no les garantizaba la vida... Esta era la propaganda de Chávez que estaba en #Amuay (Foto) http://t.co/6OrXjLE ...",Not labeled,Not labeled,Not related
"239445932528246784","Blast halts Venezuela refinery http://t.co/XQqkwafY",Media,Other Useful Information,Related and informative
"239446339384119296","RT @Forbes: Venezuela Refinery Blast Kills 24 http://t.co/VNt4VuAY",Media,Affected individuals,Related and informative
"239450890199781376","RT @la_patilla: Decretados tres días de duelo nacional por la tragedia en refinería de Amuay http://t.co/yPG22Rb2",Media,Other Useful Information,Related and informative
"239452911837532162","RT @UNoticias: Suspendidos vuelos comerciales a Falcón #Amuay http://t.co/W8ym7aEA",Media,Other Useful Information,Related and informative
"239453956244402177","RT @Marihelys_fcy: La explosión en #Amuay , no se debió a fuga de gas. SE ORIGINÓ POR FUGA DE CEREBROS EN MATERIA PETROLERA.. @LORENT_ ...",Outsiders,Not applicable,Related - but not informative
"239454161756889089","RT @osoteldo: CNE Suspende simulacro de votación debido a recientes hechos en #Amuay",Outsiders,Other Useful Information,Related - but not informative
"239454593774407680","Lamentable lo ocurrido en la Refinería de Amuay, y sobretodo las perdidas Humanas, otra de las grandes Obras de esta Nesfasta Rebolucion !!",Outsiders,Sympathy and support,Related - but not informative
"239454790906695680","Desde nuestros hogares unidos en una plegaria de Amor, te rogamos Padre por nuestra Venezuela, ten Misericordia de nosotros. #Amuay",Outsiders,Sympathy and support,Related - but not informative
"239455231317000192","RT @Reuters: Explosion kills 26 at Venezuela's biggest refinery http://t.co/OzUCWXbi",Media,Affected individuals,Related and informative
"239456292438167552","Presidente de #Bolivia Evo Morales expresa solidaridad con el presidente #Chávez por víctimas en explosión de refinería #Amuay",Outsiders,Sympathy and support,Related - but not informative
"239456347001868288","RT @PDVSA: PDVSA garantiza suministro de combustible tras explosión en Amuay http://t.co/5WVlqyZt #Amuay",Government,Other Useful Information,Related and informative
"239457072578703360","Garanticen que no Exploten Plantas RT @PDVSA: PDVSA garantiza suministro de combustible tras explosión en Amuay http://t.co/PyK7S09v #Amuay",Business,Other Useful Information,Related and informative
"239457739489812480","RT @Marihelys_fcy: La explosión en #Amuay , no se debió a fuga de gas. SE ORIGINÓ POR FUGA DE CEREBROS EN MATERIA PETROLERA.. @LORENT_ ...",Outsiders,Other Useful Information,Related - but not informative
"239457953407721472","La verdad me importa muy poco Neil Armstrong, era un ser humano y como todos mueren, y más a su edad,ahora lo de #Amuay eso SÍ es importante",Outsiders,Other Useful Information,Related - but not informative
"239458020512395264","RT @pollobrito: #Amuay RT @j985fm: equipo de @BrigadasAzules en UCV montará centro de acopio en la facultad odontología d 9am a 3pm",Outsiders,Donations and volunteering,Related and informative
"239458423182348288","RT @ElUniversal: Cronología de accidentes ocurridos en la industria petrolera durante 2012 #Amuay #PuntoFijo http://t.co/9ovMVoLP",Media,Other Useful Information,Related and informative
"239458720940163073","RT @DragonFly2768: ATENCION: #Amuay #FarmaSol20 Se solicitan medicamentos especificos como PROTOSULFIL, SILVEDERMA y SULFADIAZINA de PLA ...",NGOs,Donations and volunteering,Related and informative
"239459094262587392","RT @andregarcialz: Dicen que no es culpa de nadie ¿entonces de quien es culpa lo de #amuay? Seguro fueron los duendes que nos hacian el  ...",Outsiders,Not applicable,Related - but not informative
"239459270427553792","RT @globovision: Desmienten que la explosión de Amuay se deba a la falta de mantenimiento de la refinería http://t.co/Y8VbDLat",Media,Other Useful Information,Related and informative
"239460335772393472","RT @Betsydelva: #Farmasol20 #Amuay Centro de Acopio en Puerto La Cruz: Plaza Mayor  &lt; @LucioQuincioC @Alsuita",Outsiders,Donations and volunteering,Related and informative
"239461329830809600","Repetimos el teléfono de Protección Civil Falcón (0268)2511799. No ocupe las líneas telefónicas si no es una emergencia #Amuay",Government,Donations and volunteering,Related and informative
"239461786976395264","RT @AndresECE: @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/oJCkUgol”",Outsiders,Donations and volunteering,Related and informative
"239462084784566272","Siento Mucho Lo Que Paso Hoy En la Refinería De Amuay☹ #FuerzasPuntoFijo",Outsiders,Sympathy and support,Related - but not informative
"239462504202395649","RT @SayaleroMissU79: Muy lamentable la noticia de Venezuela refineria de #Amuay. Es la refineria mas importante de Venezuela. Definitiva ...",Outsiders,Sympathy and support,Related - but not informative
"239462806221631489","RT @RDelima9: Sigue el candelero y el humo, Vista desde Judibana #Amuay CRP http://t.co/EgVKOTnq",Eyewitness,Other Useful Information,Related and informative
"239462885892423680","#amuay LATEST NEWS SPRINGSTEEN PULLS DAUGHTER ONSTAGE FOR DANCE... http://t.co/pG9x6jJQ",Not labeled,Not labeled,Not related
"239463468917469184","#SPAmuay RT @LuisOlavarrieta: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/L0AUUofb”",NGOs,Donations and volunteering,Related - but not informative
"239463766704652288","MP designó fiscal nacional y equipo técnico para investigar explosión en refinería de Amuay http://t.co/j32Ob3ir",Government,Other Useful Information,Related and informative
"239463875744002048","RT @BladimirGM: Los HDP Escuacas tratando de sacar punta a la tragedia de #Amuay por eso MÁS NUNCA VOLVERÁN!!!",Not applicable,Other Useful Information,Related - but not informative
"239464181923999745","Lamentable...@avaldezpy: Saboteando con vidas siempre la derecha mata a los nuestros, x q no ponen sus muertos x lo menos #Amuay",Outsiders,Affected individuals,Related - but not informative
"239464416809209857","RT @TiaPanaYo: Noooo, la vaina no es politizar la tragedia pero en VTV solo veo a afectados #Amuay con franelas y gorras rojas #MegaFail",Outsiders,Other Useful Information,Related - but not informative
"239464714625765376","RT @PDVSA: Ministro Rafael Ramírez da detalles del siniestro de Amuay. http://t.co/UNZtxX20 (Video) #Amuay",Government,Other Useful Information,Related and informative
"239464865612300288","RT @NOTIFALCON: Deben evitarse los desplazamientos innecesarios hacia zonas cercanas a la refinería Amuay #ExplosiónAmuay",Media,Caution and advice,Related and informative
"239465914209280000","RT @stellapatagonia: RT @monnissima: #Amuay INCENDIO....FALCON SI TIENE DOLIENTES!!!! http://t.co/bfq7YjpW",Outsiders,Other Useful Information,Related - but not informative
"239466383971336192","Espero que la situación critica en #Amuay mejore con la ayuda de Jehova (MSP) para todas las familias afectadas",Outsiders,Sympathy and support,Related - but not informative
"239466430100275200","Hoy venezuela se viste de luto para acompañar a todas esas familias que perdieron un ser querido en la refinería... http://t.co/aPux0q8f",Outsiders,Sympathy and support,Related - but not informative
"239466488820539392","Inician las investigaciones sobre la explosión n la refinería Amuay http://t.co/Dppqn9IBno hay mucho q investigar conocemos el culpable CH",Outsiders,Infrastructure and utilities,Related and informative
"239467411575799808","RT @ponterf: PDVSA Roja Rojita? Quien es el que la Politizo? #Amuay http://t.co/PklMwHk2 http://t.co/9ENCrV0U",Not labeled,Not labeled,Not related
"239469106070450176","RT @globovision: Esta es la crónica publicada en El País de España sobre incendio en refinería de Amuay http://t.co/S9CCTV1R",Media,Other Useful Information,Related and informative
"239469148005101569","#amuay To all the horny guys lmaooo http://t.co/XL8hvIDp",Not labeled,Not labeled,Not related
"239470402081021952","RT @hcapriles: Lamentamos profundamente la pérdida de 24 personas por una explosión en la refinería de Amuay,que Dios los tenga en su gloria",Outsiders,Sympathy and support,Related - but not informative
"239470410478006272","RT @gabrijuliaet: En fin... que una no sabe qué es más fuerte, si el dolor o la indignación. #Amuay",Outsiders,Not applicable,Related - but not informative
"239472268558868481","40 letras muy poco para expresar mi tristeza y como dijo Ali tampoco basta rezar #PuntoFijo #Amuay de mi Patria como me dueles el Alma :_(",Outsiders,Sympathy and support,Related - but not informative
"239473111630753792","RT @gusade: RT @ponterf: Para los q dicen q no se politice lo de #Amuay les dejo una imagen q habla por si sola: http://t.co/qAuN36wh",Outsiders,Other Useful Information,Related - but not informative
"239473853993193472","RT @montanertwiter: En pleno trabajo d rodaje,no podemos evitar la tristeza x nuestra gente del Estado falcón,Venezuela. #Amuay",Outsiders,Sympathy and support,Related - but not informative
"239474147607080960","RT @PDVSA: Vicepresidente Jaua: Trabajamos para garantizar la atención a las víctimas http://t.co/ZgsxniOO (Video) #Amuay",Government,Other Useful Information,Related and informative
"239474365710864384","RT @greivisvasquez: Muy triste por lo ocurrido en la refineria Amuay! Apoyo total para todas las personas afectadas.",Outsiders,Sympathy and support,Related - but not informative
"239474680304640000","RT @trafficMATURIN: RT @trafficptofijo: via @TULIOCASTILLOA: Niño Sobreviviente de...  #amuay rescatado debajo de escombros x Bombero Hé ...",Outsiders,Other Useful Information,Related and informative
"239474768351481856","RT @VenezuelaPublic: Accidentes en #Pdvsa desde el 2002 (Cronología) http://t.co/c8SJosHp #actualidad #nacionales #amuay",Media,Not applicable,Related and informative
"239476324459216896","RT @rhonaldrivero: #Quemados de #Refinería #Amuay, van llegando al Aeropuerto Internacional de la Chinita #Maracaibo para ser trasladado ...",Outsiders,Affected individuals,Related and informative
"239476836172693505","Que dios todo poderoso, reciba en sus manos a nuestros hermanos que murieron en la explosion de la refineria en venezuela",Outsiders,Sympathy and support,Related - but not informative
"239477066846834688","RT @Gaetano_lo_dice: el avión no puede salir de Cuba porque llegó el huracán allá. El agua siempre lo jode. #Amuay",Not labeled,Not labeled,Not related
"239477133972475904","Mapas: Explosión en #Amuay | Últimas Noticias http://t.co/xcCSqmsg vía @UNoticias",Media,Infrastructure and utilities,Related and informative
"239478660673978368","RT @trafficMIRANDA: RT @trafficptofijo: via @TULIOCASTILLOA: Niño Sobreviviente de...  #amuay rescatado debajo de escombros x Bombero Hé ...",Media,Affected individuals,Related and informative
"239478690042494976","RT @SOSve: En un país democrático ya hubiesen renunciado todos los directivos comenzando por Rafael Ramírez #Amuay",Outsiders,Other Useful Information,Related - but not informative
"239479273029791745","RT @SayaleroMissU79: Muy lamentable la noticia de Venezuela refineria de #Amuay. Es la refineria mas importante de Venezuela. Definitiva ...",Outsiders,Sympathy and support,Related and informative
"239479981875548161","Olivares se solidariza con familiares de accidente en Refinería de Amuay: Indicó que el Comando Venezuela en Var... http://t.co/3KKpWCq0",Media,Sympathy and support,Related and informative
"239481428902047744","Comunicado de Henrique Capriles Radonski a la opinión pública por la explosión en la Refineria de Amuay http://t.co/Bb6P9m58",Outsiders,Not applicable,Related and informative
"239483047903383553","Nuevamente fuerte olor a gas proveniente de la refineria de Pto la cruz, esperemos q Dios nos ampare y no pase lo de Amuay! :-¡",Outsiders,Sympathy and support,Related - but not informative
"239483849032228864","RT @gigidiba: http://t.co/R5TfCXBM a esta hora #AMUAY ",Eyewitness,Other Useful Information,Related and informative
"239485015069691904","@IzarraDeVerdad  la gente que política con el dolor humano y tragedia da asco como lo hace la oposición. Usan #Amuay como bandera politica",Outsiders,Other Useful Information,Related - but not informative
"239485312831725570","RT @PDVSA: Presidente Chávez expresa dolor por la tragedia en Amuay y declara 3 días de duelo nacional http://t.co/lVfAhE5R (video) #Amuay",Government,Sympathy and support,Related and informative
"239485413516001281","RT @ArcangelPrrra: La Formula se solidariza con la trajedia ocurrida en Venezuela  por la explosion de la Refineria Amuay que ha dejado  ...",Outsiders,Sympathy and support,Related - but not informative
"239486101360877568","RT @jchacon2021: RT @GISXXI: Refinería de Amuay está en capacidad de reiniciar operaciones en dos días (AVN) http://t.co/UYfS0waS",Outsiders,Infrastructure and utilities,Related and informative
"239486512436244480","RT @JustGlory: El humo se eleva cual dedo acusador en #Amuay",Outsiders,Other Useful Information,Related - but not informative
"239486785028239360","RT @jeanfreddy: Investigación sobre #Amuay está en cola. Está pendiente La Planta, derrame de Guarapiche y CAVIM que siguen sin respuestas.",Outsiders,Other Useful Information,Related - but not informative
"239487376429289472","#Wikileak RT @DailinRivero Me cuenta un amigo q en Inglaterra bloquearon las noticias s/ el suceso de #Amuay. Solo puede leer por Facebook.",Outsiders,Other Useful Information,Related - but not informative
"239487745549017089","RT @trafficMcbo: #Urgente / #Psicólogos que quieran dar su apoyo,favor dirigirse al Hospital Dr. Rafael Calles Sierra #Falcón",Outsiders,Donations and volunteering,Related - but not informative
"239488156590809089","RT @globovision: La alarma de la refinería de Amuay no habría sonado ante el escape de gas http://t.co/L81Xvizc",Media,Other Useful Information,Related and informative
"239488248865505280","Mi Pueblo de Luto! Dios tenga en su Gloria a Tantas Personas Inocentes de la Irresponsabilidad. Paraguana Fortaleza #Amuay",Outsiders,Sympathy and support,Related - but not informative
"239488731185291264","RT @rkmykeny: La Formula se solidariza con la trajedia ocurrida en Venezuela  por la explosion de la Refineria Amuay que ha dejado muert ...",Outsiders,Sympathy and support,Related and informative
"239489138041167873","RT @elalexgoncalves: Alegar Sabotaje es admitir ineficiencia en la seguridad interna de algo tan delicado como una refinería! #Amuay",Outsiders,Other Useful Information,Related - but not informative
"239489507148316672","RT @IzarraDeVerdad: Descartado falta de mantenimiento como causa de incendio en #Amuay http://t.co/8yIOcRf7",Government,Other Useful Information,Related and informative
"239489884656660480","Capriles lamentó los hechos de refinería Amuay  http://t.co/E5cd5ODd",Outsiders,Sympathy and support,Related - but not informative
"239490106954752001","RT @gabriela2400: Incendio de la Refineria de Amuay visto desde C.C. Paraguana Mall: http://t.co/xw6Poo3v vía @JohanMontero",Eyewitness,Other Useful Information,Related - but not informative
"239490182452236288","En 2dias estaran trabajando de nuevo, dijo el chacalito @SOSve: Me pregunto si quedará algo del complejo de #amuay",Outsiders,Other Useful Information,Related - but not informative
"239490929017360384","RT @MAQUINADELAIRE: Todo sobre la explosión en la refinería Amuay (Fotos-Videos) | La Máquina Digital http://t.co/V28RpPv8",Media,Other Useful Information,Related and informative
"239490954204164097","What do you say Paraguana? que buena verga y no digo más!!.  #Ali #HonorALasVictimas #Amuay",Outsiders,Other Useful Information,Related - but not informative
"239491088384151552","Piden poder pero no tienen el coraje de asumir sus responsabilidades #amuay.",Outsiders,Other Useful Information,Related - but not informative
"239491205841448960","RT @LucioQuincioC: Me reportan mis centuriones en la zona que hay nuevas explosiones,.atentos..#amuay",Outsiders,Not applicable,Related and informative
"239491839202316290","RT @HayUnCamino: Comunicado de @hcapriles a la opinión pública por la explosión en #Amuay http://t.co/1CeTty7q",Outsiders,Other Useful Information,Related and informative
"239491893728268288","RT @caribeconcert: “@Los3Rocketeros: Y esta, es la foto dl Héroe #Amuay #Puntofijo Un bombero rescata d entre los escombros a un niño  h ...",Outsiders,Other Useful Information,Related and informative
"239492438966800384","#FarmaSol20 @sanando2012: URGENTE #Amuay Analgésicos;  CODEINA, MORFINA, DEMEROL, ULTRACET (TRAMADOL) donados @LucioQuincioC @Alsuita",NGOs,Donations and volunteering,Related - but not informative
"239492506075688960","RT @odinssont: #Venezuela, Por qué @chavezcandanga no ha llegado a #Amuay y no se a puesto al frente de la situación?, Donde está?, Será ...",Outsiders,Other Useful Information,Related - but not informative
"239492719968407552","#FarmaSol20 @LucioQuincioC RT @sanando2012: Se solicita URGENTE #Amuay Analgésicos;CODEINA, MORFINA, DEMEROL, (cont) http://t.co/ZbgwWXtm",Outsiders,Donations and volunteering,Related and informative
"239493206511869952","RT @hcapriles: Lamentamos profundamente la pérdida de 24 personas por una explosión en la refinería de Amuay,que Dios los tenga en su gloria",Outsiders,Sympathy and support,Related - but not informative
"239493634339270656","RT @silvacnl: @MexicoOrandoHOY hermanos oremos por las víctimas de la explosión de la refinería en Venezuela..",Outsiders,Sympathy and support,Related - but not informative
"239494913627152385","RT @DolarToday: Lo ultimo: Estan contratando empresa en Houston TX especialistas en control de incendios de esta magnitud...#Amuay fuera ...",Media,Other Useful Information,Related and informative
"239495534354788353","@ricardograffe   Foto del niño cuyos padres no aparecen #Amuay http://t.co/9p4eCoAO  http://t.co/6GaTObVL  vía @po_st  RT Gracias",Outsiders,Affected individuals,Related and informative
"239495949582487552","RT @6toPoderweb: En vídeo momentos de la explosión en refinería Amuay http://t.co/TgP0xfif",Media,Other Useful Information,Related and informative
"239497069474226177","Listado parcial de fallecidos y heridos en accidente de #Amuay http://t.co/Mcc5BWGd #actualidad #nacionales",Media,Affected individuals,Related and informative
"239497115619962880","RT @gabriela2400: En el Bunker del Este, Barquisimeto se estarán recibiendo donativos hasta las 12pm de hoy. #Amuay",Outsiders,Donations and volunteering,Related - but not informative
"239497262424784896","RT @odinssont: #Venezuela, el Presidente debe estar presente en momentos difíciles del país, pq @chavezcandanga no está en #Amuay? #Camb ...",Outsiders,Not applicable,Related - but not informative
"239499137253519360","RT @Pokerdude76: Para @sanando2012 #Amuay Antibióticos endovenosos CEFTAZIDIMA, VANCOMICINA, OXACILINA, CLINDAMICINA Donados Favor RT Ce ...",Outsiders,Donations and volunteering,Related and informative
"239500311671214081","Los puentes se caen, la refinería de Amuay explota, 304 reclusos muertos en lo que va del año... ¡BIEN, TENEMOS EL ROSTRO DE BOLIVAR!",Outsiders,Other Useful Information,Related - but not informative
"239500374589980674","RT @inti: Que difícil es tratar de dar información sobre la tragedia de #Amuay sin politizar el tema. Tengo todo el día tratando de no h ...",Outsiders,Not applicable,Related - but not informative
"239500441682075649","RT @JuanchoPeraza: Historias de la tragedia #Amuay Niño rescatado por bomberos llevaba varias horas escondido entre los escombros. http: ...",Eyewitness,Affected individuals,Related and informative
"239500802425778176","RT @leopoldolopez: El lamentable accidente en la Refineria de Amuay  es consecuencia de la negligencia q se ha tenido con nuestra indust ...",Government,Other Useful Information,Related - but not informative
"239501263782428672","TRAGEDIA EN PTO.FIJO EDO.FALCON REFINERIA DE AMUAY http://t.co/QxyQT3Th",Outsiders,Other Useful Information,Related and informative
"239501519651753985","RT @colominaM: RT@Celeste_Twitt:Me acaban informar directo #Amuay q se les acabo espuma a los bomberos y se volvió ha prender el tanque. ...",Outsiders,Caution and advice,Related and informative
"239502400422039552","RT @globovision: La alarma de la refinería de Amuay no habría sonado ante el escape de gas http://t.co/L81Xvizc",Media,Other Useful Information,Related and informative
"239502454952177665","RT @rhm1947: RT @aporrea: MP designó fiscal nacional y equipo técnico para investigar explosión en refinería de Amuay http://t.co/nLy2BtMJ",Media,Other Useful Information,Related and informative
"239502480147357697","RT @la_iguanatv: Gran parte de los caídos en #Amuay son Guardias Nacionales... Honor y Gloria para ellos y nuestro total apoyo a sus fam ...",Media,Sympathy and support,Related and informative
"239502933102821376","Mañana desde las 8am estaremos recolectando insumos para las victimas de la tragedia de Amuay  fte estadio Amaya Av. Jacinto Lara #Amuay",Outsiders,Donations and volunteering,Related and informative
"239504715707191296","RT @leopoldolopez: El lamentable accidente en la Refineria de Amuay  es consecuencia de la negligencia q se ha tenido con nuestra indust ...",Outsiders,Other Useful Information,Related - but not informative
"239505223217971200","RT @3rick21: RT @JjuanZ: #FuerzaPuntoFijo de esta salimos fuerza hermanos! #Amuay",Outsiders,Sympathy and support,Related - but not informative
"239505747510194176","RT @AlexManga1: Solidarizado de corazón con el pueblo venezolano x la tragedia en la Refinería de Amuay en Punto Fijo, Dios con ustedes, ...",Outsiders,Sympathy and support,Related - but not informative
"239506036896194560","RT @sanando2012: URGENTE #Amuay Laboratorios, Droguerías, visitadores médicos, farmacias, TODOS A DONAR PARA AYUDAR A NUESTROS HERMANOS  ...",Outsiders,Donations and volunteering,Related - but not informative
"239507303567613952","RT @JuanchoPeraza: Historias de la tragedia#Amuay No aparece:Carlos Pelayo(59), trabajador PURAMIN,moreno,canoso,bigote, 1,75m,85 kg avi ...",Outsiders,Affected individuals,Related and informative
"239508004024758273","Desde meses estaba esa fuga de gas en la Refineria de Amuay!",Outsiders,Infrastructure and utilities,Related and informative
"239508784165294080","RT @clauvalereyes: POR FAVOR RT RT Se solicita URGENTE #Amuay Analgésicos; CODEINA, MORFINA, DEMEROL, ULTRACET (TRAMADOL) Favor RT los n ...",Not labeled,Not labeled,Not related
"239509232951635968","Primer listado oficial de fallecidos en #Amuay http://t.co/XlkVvlpz  via @radiofeyalegria #Venezuela",Media,Affected individuals,Related and informative
"239509459469225984","An explosion tore through Venezuela’s biggest oil refinery Saturday, killing at least 26 http://t.co/jQtyZfaq",Outsiders,Affected individuals,Related and informative
"239509732090585088","@eliaspino tragedia la q viene! Sin gasolina ni aceite carros, volo la refineria Puramin q lo producia al lado de amuay",Outsiders,Other Useful Information,Related - but not informative
"239510227022667776","RT @mujeresdenegro: Falso, no caigan en el juego del G2 para distraer lo de #Amuay RT @jaal502: Me informan q se derrumbo otro puente .. ...",Outsiders,Other Useful Information,Related and informative
"239510872928686080","RT @VTVcanal8: Balance en Vivo desde Amuay Min. Ramírez: Casi 120 bomberos siguen trabajando desde ayer en la refinería",Media,Infrastructure and utilities,Related and informative
"239512525497044992","RT @camilopino: Cuando se abre un supermercado el vocero es @chavezcandanga, cuando se incendia #Amuay y mueren 26  trabajadores es @lah ...",Outsiders,Other Useful Information,Related - but not informative
"239512890414075905","RT @eduorozco: Invito a leer este artículo. #Amuay  http://t.co/LgK8eJXK",Media,Other Useful Information,Related - but not informative
"239514215797387264","Decretado tres días de duelo nacional por la tragedia en refinería de Amuay http://t.co/SJnWKgRb vía @GLOBOVISION",Media,Sympathy and support,Related and informative
"239515390185701377","RT @elsoldmargarita: RT @modaccs: Se solicita URGENTE #Amuay Analgésicos; CODEINA, MORFINA, DEMEROL, ULTRACET (TRAMADOL)",Media,Donations and volunteering,Related and informative
"239516065477046272","RT @evagolinger: No se puede llegar a conclusiones aun sobre tragedia en #Amuay, pero no seria 1ra vez que hay saboteo contra el estado  ...",Government,Other Useful Information,Related - but not informative
"239516342292713472","Para quien no lo sepa hoy en #amuay es la + gde refinería petrolera de Vzla y hoy ocurrio una gran explosion",Outsiders,Other Useful Information,Related - but not informative
"239517608976723968","RT @camilopino: Cuando se abre un supermercado el vocero es @chavezcandanga, cuando se incendia #Amuay y mueren 26  trabajadores es @lah ...",Outsiders,Affected individuals,Related - but not informative
"239518296842596352","lamentable tragedia con la q hoy amanecimos.. Dios ten en tu santa gloria a quienes fueron victima d este hecho.. #Amuay y Vzla d luto",Outsiders,Sympathy and support,Related - but not informative
"239519102148964352","RT @sanando2012: URGENTE #Amuay Solicitamos RINGER y SOLUCIÓN FISIOLÓGICA  Somos Centro de Acopio 04123824041 / 02123116584 Favor RT",NGOs,Donations and volunteering,Related - but not informative
"239519542546690048","@BarretoSira: Elevamos una oración por los venezolanos que han perdido la vida en #Amuay. Necesitamos un Buen Gobierno @hcapriles Pdte",Outsiders,Sympathy and support,Related - but not informative
"239519676797968385","SE NECESITAN donantes de sangre de todo tipo en el Hospital Calle Sierrade Pto.Fijo para atender heridos tras explosión en Refinería Amuay",Outsiders,Donations and volunteering,Related - but not informative
"239520557564039168","Aplazado al 2 de septiembre el simulacro de votación previsto para mañana por la explosión de la refinería / Venezuela http://t.co/4SZJaPc1",Media,Other Useful Information,Related - but not informative
"239520599544827904","RT @inti: Realmente impresionante esta fotografía de la refinería de #Amuay luego de la explosión por el fotógrafo Héctor Silva http://t ...",Media,Infrastructure and utilities,Related and informative
"239520989594124288","RT @JUANDIAZYARACUY: Salvador lamenta muertes por explosión en refinería de Venezuela: Por medio de un comunicado, el... http://t.co/w2N ...",Outsiders,Sympathy and support,Related and informative
"239521278984343552","RT @CaracolTV: Más de 200 casas resultaron afectadas por explosión en refinería de Venezuela, donde se decretaron tres días de duelo htt ...",Media,Infrastructure and utilities,Related and informative
"239522008822595585","RT @Perrofiao: @Succhero_agrio 2) #Amuay Necesitan: Frazadas,agua,enlatados,leche,guantes quirúrgicos de diferentes tallas,gasas estéri ...",Outsiders,Donations and volunteering,Related and informative
"239523082556022784","Comunicado de la República Bolivariana de #Venezuela http://t.co/5G0xNUWo #Falcon",Government,Other Useful Information,Related and informative
"239523246125506561","RT @Perrofiao: #AVISO  ► #Amuay Centros de acopio a nivel nacional ◄ Favor revisar el TL de @DragonFly2768",Outsiders,Donations and volunteering,Related and informative
"239523363566002176","RT @ianjamesap: Images of fire, smoke and streets littered with debris after oil refinery explosion in #Venezuela http://t.co/MPeaKSQN # ...",Outsiders,Infrastructure and utilities,Related and informative
"239524252783620096","RT @RosaMireyaM: #CentroDeAcopio  Centro de acopio en Punto Fijo frente al estadio Tatamaya. #Amuay // Se gasas, agua potable, sabanas.",NGOs,Donations and volunteering,Related and informative
