tweet id, tweet, label
'263296901187776512',"Channel surfing, and relaxing with my green goodies. I wanna go for a walk, but not feeling flying away like #MaryPoppins or some shit.",off-topic
'262684238896300032',"I wanna go to the beach but I don't wanna die",on-topic
'263118773664485376',"RT @KatEdorsson: #SANDY &amp; #A-ROD Damn dude... What is this world coming too http://t.co/GZgV9jnM     too funny LOL!!",on-topic
'263139442183790593',"@nicoledandrea yea, just hoping my windows hold. They're shaking but they're all new so fingers crossed. Hope all is well on your end",on-topic
'262419390740430848',"Today i had more fun then i have in the longest time,",off-topic
'262647226331979776',"@CocoCrunchMB Hi P'! Your going to do great today :D Love you! &lt;3",off-topic
'262937571376627714',"Water levels be rising!!! (@ Long Island City Piers) [pic]: http://t.co/D9VVuCPo",on-topic
'262608654115696640',"dearest @andre_kamp, i love you. wish you were in the storm with us. http://t.co/f4ehKQQA",on-topic
'262686217462767618',"Stfup...! Nobody likes your shit anyways....!! ___ likes to talk shit ALOT !   Lmfao",off-topic
'263139066609025024',"BREAKING: RT @youranonnews: #NYC #Sandy - FDNY on scanner confirmed fuel leak contamination. Drink bottled water. Boiling will not help.",on-topic
'262632413526650880',"@MikeyDeleasa thank you for posting that! Is it gonna be rescheduled?",off-topic
'263071168569962496',"My power keep goin in and out",on-topic
'263119712408449024',"My whole street is BLACK",off-topic
'263400723415433216',"@shalomshuli Dude...you are CRUSHING on Howard!  I'm listening on demand right now.  Shalom, mother effer!  ~Sal ( from Raw Dog)",off-topic
'263006493832536064',"@Max_D_tho smokin during a hurricane is hard as hell lol",on-topic
'262916894640721921',"tonight I'm gonna dance for all that we've been through, but I don't wanna dance if I'm not dancing with you.",off-topic
'263207263735521280',"Things are bad out there @ West Orange Police Dept http://t.co/elNnbJwG",on-topic
'262743912622481410',"If only I was stormed in with @Twink_ie &amp; @GiBaby_ My only survival needs. Stay safe, love you",on-topic
'262612444822773761',"@Wimblaaa what!? Malteses are cute!! http://t.co/bbYpEvBA",off-topic
'262425319644995584',"Well I was the only sober one at the party at least I won't have a #hangover #suckstosuck",off-topic
'262627301999669249',"Everyone and their mothers are at home depot",off-topic
'263064103097073664',"@ant_decicco I wanna check it out!",off-topic
'262377283547963392',"I'm too nice at FIFA!!!!!!",off-topic
'263186235609198593',"So much to do..in such short time ; must not be lazy!! AHJA",off-topic
'262866446596595713',"Sicilia ubd !!! #HaveToAceMySATexam .. ..better get it while u can http://t.co/2OZUsia8",off-topic
'263065687252160512',"Power's been cut to lower Manhattan and our lights are flickering....!",on-topic
'263041747725217792',"My mom told me I could have whoever I want sleep over, it's a little late mom",off-topic
'262816572635230209',"Pre Sandy Calm @ Patsy &amp; Eddie's Boli-Stoli Factory http://t.co/2zE2rPiN",on-topic
'263042795672064000',"Guys!!!! It's getting really bad out there now!!! Hope everyone  @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/sRvSO8kj",on-topic
'262764439437180930',"GIANTS!!! Congratulations. What a season!",off-topic
'262387372438720513',"I have so much ammo, I'm gunna kill all the babies- @Zaine_O_Mac",off-topic
'262597224658251777',"@pweetytinu am Gud and u",off-topic
'262951342073597953',"good bye Astoria #hurricanesandy on the way @ Astoria Park http://t.co/WBqWIqHU",on-topic
'262537488415981570',"@AbbieBradyD it's not a memo you wanted to be on, trust me",off-topic
'262992182523334656',"Oh dear Sandy.. #Home #IgnorantShit #LookingLikeIm13 #SuperAsian  @ Somewhere in my world http://t.co/axBvzhzV",off-topic
'263104324320759808',"@ZMars89 to be honest with you. I don't remember peeing infront of his house ever..",off-topic
'262917605541679104',"sandy can't stop me from getting my owab",off-topic
'263429885417119744',"NO WE DO NOT HAVE FUCKING ICE !!!  GO THE FUCK HOME !",off-topic
'263101007012179968',"Hide yo kids hide yo wives #Sandy",on-topic
'262430296757116928',"Are you Don Drapers wife?  BOoM #halloween2012 #madmen http://t.co/ioBGXliU",off-topic
'262707609717575680',"Ok - goodbye New Yorkers. I'm outta here! Good luck with the #frankenstorm and stuff...",on-topic
'262471773281460224',"#GottaAceMySATexam .. OH LORD: I really wish we found that previously http://t.co/rbnRHSAj ya better get this #TallGirlAppreciationDay pzk",off-topic
'263112104985374720',"And out goes my power",on-topic
'262928096687173633',"#RT_ @shakira says: I'm something you'll regret losing, I can promise you that much.",off-topic
'262961530683928577',"@4SHOCinCity so far good, I'm part of emergency staff, I just happen to have day off!",off-topic
'263090700944556032',"I dont even care about the power, I just want this storm to be over",on-topic
'262943710227087360',"Really don't mind this sandy thing unless the power goes out",on-topic
'262743175431602176',"@stephennyr89 cause I seen people post pictures of flooding &amp; puddles .. Didnt know what was going on out there haha",on-topic
'263114442114490368',"Tree Trimming in Nee Jersey http://t.co/SnvLYuLp",off-topic
'262615077952319489',"I honestly hate the Volkswagen commercial with the dude singing in the black car",off-topic
'263077258338639872',"Oh my god there's an emergency alert in my area I'm fucking scared http://t.co/h5ZoNDkG",on-topic
'263013628167462913',"@jacquelinetweet we just happen to be surrounding a tray of vodka Kelly right now while sheltering in our building haha #hurricanefestival",on-topic
'263023091897221121',"I want 1st marking period to end already!",off-topic
'262392725469544448',"@s_mehalick: Why won't my friends text me?",off-topic
'263102777822150656',"This guy Skelton had the job in week 1. Got hurt. Kolb leads them to 4-2 n skelton comes is and is just HORRIFIC",off-topic
'263040368797446146',"@SwagisLethal But around 6-8pm with the high tide we will have bad flooding",on-topic
'263400823873212416',"@Prarthana_xo I have electricity come over later",on-topic
'262756485862412288',"I feel like If we Fall apart You Wouldn't Care. &lt;\3 :(",off-topic
'262756977430646785',"@JAZMINrazzles My Soul To Take (:",off-topic
'262906282929967104',"Its sad, when you can't trust someone you involve with",off-topic
'263117323815223297',"I'm tighter than a virgin right now since i can't text &lt;&lt;&lt;",off-topic
'262919076668637184',"Baby all I need is on",off-topic
'262652972754956288',"Can't believe one of the twitter accounts for the hurricane is actually tweeting/promoting4Obama. Be funny bout the storm not talk politics",on-topic
'262755928191946752',"@XO_kimx3: #ToMyFutureDaughter you will play softball",off-topic
'263128254674784256',"@SBedard23 sounds great love you guys !!",off-topic
'262609740402675714',"Teaching your little siblings how to actually be a decent human bieng",off-topic
'262902930624090112',"@ufouria_ I don't even like candy so I don't know man lmfao",off-topic
'262644498688004097',"Why does my twitter randomly favorite other people tweets #sorryguys",off-topic
'263123476653682688',"@Vikeologist we're a cbs owned and operated station. NY needed crews, we came!",off-topic
'262564759814152192',"He ain't nothing like the boy I used to know.",off-topic
'262609485632266241',"My first step in MY :) (@ New York Penn Station w/ 79 others) [pic]: http://t.co/X3ZqCD9p",off-topic
'262762267219734528',"@Nikki_217 @_wonderrwoman flounder is just a buzz kill, Arial cannot be tamed. #fucksafety",off-topic
'262954891096494081',"!!!!!!!@XSTROLOGY: #Aries cannot stand stagnant relationships. If shit gets boring they will wander.",off-topic
'263325109706702848',"@Jikankun @ManaPuddingFox no power in town. both doing fine. driving sucks.",on-topic
'262633993449664512',"They can just throw me a couple hundred .",off-topic
'263326119359561728',"Lots of people out in #BayRidge #Brooklyn checking out the storm damage. #sandy #sandyaftermath",on-topic
'263390086979260416',"about to beg my mom to let me throw down",off-topic
'263284448395665408',"No power, out driving the jeep and charging my phone. Trees down, Does not look like are getting power anytime soon.",on-topic
'262700804262211585',"First day of #nnguw started with Mobile Websites and Apps today. So far so good!",off-topic
'262630144806629377',"The hurricane updates are most interesting than the Jets games.",on-topic
'263047016593125376',"@mikesvehla come to bayonne son",off-topic
'262538690679681024',"Marcus Lattimore man prayers up for u man keep fighting South Carolina #21 shyt was terrifying espi ally if you are a football playerlike me",off-topic
'262807854363332608',"I should of went to a hurricane sandy party..I'm so bored I'm tweeetin my biscuits off over here #bored #awake",on-topic
'262974991694446592',"@HenryEdmondson the big bear was on pix11 news and got interviewed",off-topic
'263079317855141889',"No power, no problem! #blackout #sandy #eastvillagenyc #newyork #hurricanecowboys  @ East Village http://t.co/84LtDMIZ",on-topic
'262731259271335937',"@bree_cass this is from rob bc he doesn't have a smartphone at my house: coookkkieeeeeee!!",off-topic
'263060018604171264',"@toodopekay_ yea lets hope it pass us quick",on-topic
'262699097545375744',"@sirenasmaster well we shall see lol...i aint worried i leave it to God",off-topic
'262676215884824576',"Watching tv nd Textin my best friend",off-topic
'262955065843785728',"@Valerie_Mia how is it by you Valerie? It's really windy over here.",on-topic
'263029063462055936',"The lady on channel 4 news looks like @jekkkkax3 s mom",off-topic
'262887647893151745',"Hi Cav vmt WOW.. #HaveToAceMySATexam : ..better get it while u can http://t.co/nN4neU1z",off-topic
'262411331427241984',"In love with my bed except for the fact that every move you make something squeaks #thestruggle",off-topic
'263401491694493696',"@Fxq_Ya_Feelins u good nobody gon see lmfao",off-topic
'262451838903803905',"No normal people leave the airport this early",off-topic
'262614239242510336',"Hurricane sandy can suck it",on-topic
'262989476702326787',"Frankenstorm? More like zombie apocalypse. (at Manhattan) [pic]  http://t.co/kyzTKAog",on-topic
'263003949425098752',"Promise that you'll sing about me 4eva, promise that you'll sing about me 4...ooOooo",off-topic
'262982548920090624',"@nathanandy lol no trauma to little man!",off-topic
'262781159648399360',"@steffffuhhknee omg I was just talking about that game. I fucking love it! Lmao",off-topic
'263342869325164544',"West side highway downtown is a swimming pool @FrankBeach_  @ Riverside Park North http://t.co/F7uL15nX",on-topic
'262897064873185280',"woke up in the worst pain in my knee #IHateRain",off-topic
'262813839949692929',"Moving Target! (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 1057 others) http://t.co/ap6Pdf6X",on-topic
'263291850096513025',"I hope I'm able to make good friends when I move to Florida in two years :)",off-topic
'263185035681738752',"Wind Advisory issued for Union Center, NJ http://t.co/elByuKlj",on-topic
'263004516172058624',"@Robyouells hey brotha, how u dealing with this weather?",on-topic
'262374000070623235',"I'm at Mile End (Brooklyn, NY) w/ 4 others http://t.co/6XNIh6j3",off-topic
'262548215000363008',"@dominiloka YES to football but pending on ur tv u might lose the satelite n all that.",off-topic
'262934248711925760',"@SandraMcGarrell I love you all deeply but until you can offer me a Jamba Juice, Whole Foods and Bud Light Lime, I'm staying put. X",off-topic
'263018717078773761',"Got my loud, now I'm ready",off-topic
'263131875764215808',"@jvssica get the 5 on sprint..",off-topic
'263089595971952640',"@jessicadelfino: Any chance #Mitt #Romney made this hurricane? #Sandy Our fault bc we depend on govt subways, roads and FEMA. Right?",on-topic
'262680233738645504',"What if the power goes out and I'm left with raw cupcakes? That would just be fucked.",on-topic
'263327751270985729',"Hehe @cha_patti: @aruna_dawn Can't wait to see your mummy on ITV tonight! Hope all's well.... Lots of chapatti love coming your way xxxxxx",off-topic
'262606602237001728',"Hide your children, hide your wives! (@ Frankenstorm Apocalypse- Hurricane Sandy w/ @beer4molly @y_vo) http://t.co/cwZpTNB7",on-topic
'263069052413554688',"omg a huge tree just fell in my backyard so close to my house. this is too scary!",on-topic
'262410009567166464',"Love these bitches @jgords nichole_durant brooke_nicholeee92  @ Bamboo Bar http://t.co/so8RUPvA",off-topic
'262718511644803072',"I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @sarahjgiann http://t.co/lrH0HeaJ",on-topic
'263087851187621888',"Water has officially entered my house.",on-topic
'262392067534249984',"LMFAOO  @BollyWoodsOwn: If you text me right now prepare for a long ass conversation",off-topic
'263134460164337665',"A fuck nigga that's ; that shit I don't like !!",off-topic
'262676509788082178',"Why ppl crying and taking sandy serious? She's just a squirrel.",on-topic
'262642412814479360',"Put me as your screen saver so I know it's real",off-topic
'263083076362584065',"Storm is supposed to die down around midnight. 3 more hours of hell.",on-topic
'262686422421614594',"@Exotic_Asian_: Im really bored in bedddddd. Ahhhhhh I keep changing positions every 5 mins lmao",off-topic
'263102285020794880',": Video Of ConEd Station On FDR And 14th Street Exploding http://t.co/nhU1igZx",off-topic
'262979499560411136',"@PrincessReb_: Jaime missed me texting him ugh me too . &amp; if wifi goes I'm done for lmao",off-topic
'262549311630491649',"@POInT_at_ASH thanks girl I'm home safe",off-topic
'262735396528586752',"@kritzkolesa coolest fork in town",off-topic
'263044931516518400',"out to cnr, wish me luck lmao  i wish",off-topic
'262622206666866688',"I need some classic #Halloween movies in my life.",off-topic
'262525535534596096',"I'm at NBCUniversal (New York, NY) http://t.co/LLvUhyrJ",off-topic
'262388268941844480',"Just gunna walk everywhere for now on.",off-topic
'262807388850114561',"MBFW S2013 FLASHBACK: BEAUTIFUL SILHOUETTES @reemacra!! This i @ Reem Acra Show @ Mercedes-Benz Fashion Week http://t.co/jvCcJMVV",off-topic
'263134319634165760',"When she says my name she's mad at me",off-topic
'263077841460162562',"Keep hearing a crazy grinding and lights keep flickering but thankfully we're still lit up here in Bayonne! #Sandy #sandyn12nj",on-topic
'262462217709043712',"#SATstudyTime .. GOODNESS I really wish my cousin had got that previously http://t.co/vXLm9pTW ya better get this #donttextmeif ckf",off-topic
'262702101262643202',"@richard1826 I'm so mad!! It was just his fingertips out! Ughhh",off-topic
'262968641799192578',"Who wants to o looting when sandy hits?!",on-topic
'263117383189798913',"Omg  @ Consolidated Edison of NY http://t.co/tQ9MSSBa",off-topic
'262674741721198593',"IPHONES ARE OFFICIAL!! STAY FOCUS!!  @ Mott Haven (Bronx, NY) http://t.co/lK2ISQ28",off-topic
'263007572108394496',"i wanna go to the park lol",off-topic
'262612525261139968',"@iArrestNoCuffs mad ya man pays no mind during da game",off-topic
'263011844149616640',"@capitalV @macnrg The CALM before the storm...is over! http://t.co/L6NVT8BM",on-topic
'262661185541918720',"@James_Yammouni   good morning! Please pray for your USA east coast fans like me because a horrible hurricane is hitting us very soon 10",on-topic
'262596351236403200',"Class canceled Monday &amp; Tuesday.. Perfect",off-topic
'262366669417107456',"&amp; if I don't I'm paying someone to come out with me",off-topic
'263231903241474048',"I'm so bored since i have no TV right now that I've heard all the songs on my phone #4,539",off-topic
'262796633417326592',"@Heady_Mo Rd better be safe that shit gonna hit tomorrow lol",on-topic
'263027489041952768',"@Automotive: Lamborghini Aventador http://t.co/jlnGZPoC because my next boyfriend will drive this! @lorrainepesola",off-topic
'262720567965278210',"new york from the Statue of Liberty (crown) http://t.co/62VX2L2B http://t.co/eixNarep",off-topic
'262711015056224257',"these hurricane sandy tweets are so hilarious tho",on-topic
'262656498902114305',"@_MonyMaknMitch: Think I'm a use this time off to get back n the gym u need too",off-topic
'262635620864774147',"trees n wine. #hurricanesupplies #sandy",off-topic
'262360668366315521',"@PatriArt: The Days of Our Lies #ObamaSoapOperas  nice",off-topic
'263315612741300224',"Maybe now you ignoramus might appreciate school 3-/",off-topic
'263118055389925376',"There's a lot of good cops,volunteers, and emergency responders out there risking it all.. Thanks &amp; my thoughts are with you #hurricanesandy",on-topic
'263295729890635777',"My dream of having a fat guinea pig has been fulfilled",off-topic
'263027383135793152',"-' LmaO !!!! *grabs sneakers*  @BtwImPretty_: @JahTeflon_ lets get his ass out da pic",off-topic
'263406380503924736',"Thank god not every place was affected by the storm! (@ Uncle Louie G's Italian Ices &amp; Ice Cream) http://t.co/NWqRvNip",on-topic
'262679622796333057',"I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @megtowe http://t.co/p56xmALz",on-topic
'263138359256424449',"Riding out Sandy @ my in-laws in Leonardo, NJ. My town of Keansburg, NJ is a lake!",on-topic
'262647289422675969',"lol @ my aunt saying she's not evacuating because a certain family by her house will be just waiting to steal everybody's shit #realtalk",on-topic
'262672114115559425',"@DayanaNarie: Let's fucking go! We about to make a comebackdnt gass.. Stay humble lol",off-topic
'263422340401090560',"@bissyv lmaoo I triedd but he's too scared to fall",off-topic
'262634483239505922',"Lunch, meatballs... (@ Meatball Obsession) [pic]: http://t.co/rU8SeHmV",off-topic
'263050018766856193',"@RJ_Dizon @yoDenis_ @kervindoee lmao when I saw this I was like I have to show ya",off-topic
'262356623576674305',"#GNTGiveaway @GameNTrain is giving away 2800 MS Points! Enter today! http://t.co/v90Kr50r",off-topic
'263075125472161792',"U think hurricane Sandy is bad just wait till Hurricane Selver comes hehe",on-topic
'262855354738692097',"Ok people so I have to work keep me in your prayers many thanks #sandy2012",on-topic
'263100422590439425',"@JLawMiamiDoll I promise I am..  Thats where I was b4..",off-topic
'262350294090907648',"I'm saying it as if I'm not taken need this free just love spending time with my Roost",off-topic
'263421710819266562',"He's such a fat dike",off-topic
'262651589586735104',"Happy 1st Large Milk Chocolate Letters-Anniversary Birthday Gift for Boyfriend Girlfriend-Made to Order http://t.co/99dq39VB",off-topic
'263346234255888384',"Read between the lines. What the MTA is trying to say is we're all fucked.",off-topic
'262487137235111936',"#SATstudyTime .. OMG I wish my brother found this previously http://t.co/3o2hrJeQ you better get it now #Top10FavoriteSongs utv",off-topic
'262978375403065344',"Better be a sick joke",off-topic
'262412301733351425',"@Proud_Jamaican_ yeah we in Osric group lol so we pay 16",off-topic
'262753449316319232',"What even iz a hurricane...",on-topic
'263402690250420225',"@katieguardnuh IM REALLY EXCITED LIKE HELLO CHRISTMAS",off-topic
'262445366396473344',"Lumberjack (@ Good Stuff Diner) https://t.co/aF9z9N1b",off-topic
'262661164306161664',"@MilanaMay we are all in this together! #sandy #ssaf",on-topic
'262402665584132096',"Wooow James Harden to the Rockets?!",off-topic
'263105934807666688',"@ColeBronxx: @PorcDaddy no people who have an answer for everything SUCK &lt;&lt;&lt; Not true lol",off-topic
'263005422980571136',"@x__fIERCE yeahhh I don't think it will go that far I mean ur talking about over 50 blocks it will travel. I can't c that happening.",off-topic
'262765601477517312',"Hocus Pocus is such a great movie",off-topic
'262678118890881024',"Coming soon! @ New York, NY http://t.co/cXDgYXhA",off-topic
'262591986215817216',"I don't wanna leave!  @ Central Park http://t.co/T31nX6xf",off-topic
'262358362707091456',"She got a big booty",off-topic
'263320839649386498',"considering rt 18 has become the raritan river I'm thinking no classes for RU tomorrow",on-topic
'262559021054189568',"Oh saamn sandy is basically already here if she boutta enter brigatine",on-topic
'263056413461454848',"Watching a movie on Netflix with baby and family &lt;3 perfect way to have a sick night with a hurricane outside lol.",on-topic
'262589357322555393',"So if I end up dying in this hurricane can I at least be drunk and eating sushi??",on-topic
'262797560329146368',"Ashley Belongs To Tizzies sdq WOW.. #StudyingForTheSAT : hurry before its unavailable http://t.co/pfxlDr5Y",off-topic
'263058328647770113',"Walking around my neighborhood right now. I don't normally curse but shit is real out here.",off-topic
'262417179566305280',"&amp;&amp; den shoot them wit a bb gun dat holds metal tips",off-topic
'263405109239742464',"East side, west side, power off, power on - looking west from 3rd ave @ 30th http://t.co/aOwU7UEE",on-topic
'262925867867594753',"@JTD_23 yeah it is 15 mins away bro!",off-topic
'263340613846589440',"My babes not answering #WorriedAsFuckkkkk!",off-topic
'263083180939169792',"@emilyjn how is it at your end?",off-topic
'262482926841778176',"#SATstudyTime : #OMG // I wish we students had found that earlier http://t.co/h2Mjcuzi hurry before its unavailable #donttextmeif pmb",off-topic
'262702569527328768',"@jdmitch no, just usual sign up/renewal",off-topic
'262684423751864320',"Waterfront Strike Team #hurricane #sandy #hoboken #nj @scottygo  @ City of Hoboken http://t.co/75aGDUf8",on-topic
'262660453765894144',"sandy what's good?!  @ Matawan, NJ http://t.co/GjRIxdUM",off-topic
'262979291824926720',"@GaryBYoung it's not that bad, a lot of flooding in the islands, driving around on the mainland right now http://t.co/MyiUUQqI",on-topic
'262771807445209089',"@sans_colon @dan_holguin What are you two what'ing about?",off-topic
'262618017047908352',"...but I want to make a sandwich @ associated http://t.co/wMEPjGa6",off-topic
'262710339945259008',"@MyNameIsDuncan yeah I heard. Are you in jersey or astoria?",off-topic
'263016017276579841',"I'm a Jewish mother.  @ Fair Lawn http://t.co/xdzdtlaD",off-topic
'262912428759736320',"@RyanNewYork just got done walking my two dogs through Bushwick. You'll make it! I didn't see too much open though.",on-topic
'262944473108082688',"@MayniacMax not when ur like right in the middle of it",off-topic
'263279305746964480',"Sandy stop me from watching bad girls club reunion last night....freakin bitch!!",on-topic
'262633373510533120',"@Jrizz1795 honestly with everything the news is saying I think the world is ending. #thedayaftertomorrow",on-topic
'262990003083300864',"@LeslieMarshall also, read @MittRomney's op-Ed from 09, he did support govt financing for the bailout but after a structured bankruptcy",off-topic
'262923111098372096',"When the tough get going, the going get tough",off-topic
'262642621531426817',"My heart is there ..... (@ Frankenstorm Apocalypse - Hurricane Sandy w/ @wolfsmak) http://t.co/Nv4lfJN2",on-topic
'262743238941765632',"@Drtysxyministry @fathertim @scottagunn @vapriestess @revlucymeg it's all over but the waiting now. Very little we can do here to prepare.",on-topic
'262734521659711489',"@phillipspaeth: I'm eating pop tarts in my bathtub shut up a storm is coming. pic please or better yet can I join you - I love pop tarts.",on-topic
'263402526357999616',"@Bethenny Aaand this is why I am among zillions who adore you.",off-topic
'263048431382179840',"@Real_Liam_Payne Follow me or I will send hurricane sandy to the uk. I TAKE THAT BACK BBY IM SORRY",on-topic
'262610736893808640',"I hate seeing girls cry , unless ur a whore then u can drown in those tears no problem",off-topic
'262591657663410176',"NYC schools never close I've got a bad feeling about this #Sandy",on-topic
'262648544501043200',"Took a 20 min nap great",off-topic
'262361125138612224',"A random Halloween party. (at @Thompson_LES)  http://t.co/ZFawPkRd",off-topic
'263029108630507520',"I feel all I need a quill pen and I'm living like Benjamin Franklin.",off-topic
'262656718037716993',"@ChristiniBikini how did you find me? Hahaha but thank you!!",off-topic
'263350783003725824',"@b_yeager yours truly... Is one of those 8.2 million. Smh",off-topic
'263130642429116416',"We don't approve of this message.  #fuckoffsandy #marijuana #lmao #wut",on-topic
'263035294905937920',"I can't do nun if girls like me or think I'm cute or what Eva",off-topic
'263336375468834816',"It's 2012.  Why can't our phones &amp; laptops build ad-hoc mesh networks easily during disasters / outages?",on-topic
'262506832432607234',"#GottaAceMySATexam .. !!! I really wish I managed to get that previously http://t.co/6fBv6K1X ..better get it while u can AJ McCarron nzw",off-topic
'263310954429816834',"After last night, every relationship I had with someone in #oomf 's house, is down the shitter. #nevergoingback #fuckthat",off-topic
'263161516117880832',"KELLY ROWLAND IN THE DEEP",off-topic
'263380223045804034',"All I want is my power back",on-topic
'262376976155803648',"Everyone serenade the new king",off-topic
'263124195142152192',"100% agreed RT @jessespector: Thanks, NYPD and FDNY. Couldn't pay me enough to do what you do.",off-topic
'263258023756185602',"@IzabellaJG thanks! I'm in an area that's barely damaged but thankyou anyway!",on-topic
'262697490959171584',"But hold your breath because tonight will be the night that I will fall for you over again, don't make me change my mind",off-topic
'263347407830532096',"That would be great if i actually had friends",off-topic
'263110667467358209',"@Bravotv: It's almost time for #AndysHurricaneParty. RT if you're watching and staying safe!!! #sandy #WWHL. I wud but have no power!!",on-topic
'263067712010465280',"Attention everyone I lost power",on-topic
'263356117785124865',"Yup, that happened. #sandy  @ Trinity Church Cemetery &amp; Mausoleum http://t.co/z5gtDlqN",on-topic
'262842926420357120',"@MsSweetYvette the way you tweet about him seems a lot more than like .... Really",off-topic
