tweet id, tweet, label
'351174890755330048',"No painkillers will do the job. #fuckingchapped",off-topic
'349292185579028480',"We had so many great people come out... our cyclists delivering food for the #yycflood, delivery cars, etc! Even rcmp&amp;firefighters! Thank u!",on-topic
'347942346823974912',"Mayor advises everyone to avoid downtown area.  #abstorm #yyc #floodpotential",on-topic
'348934857692438529',"Doc Rivers is now the head coach for the Clippers. Garnett and Pierce leaving, what's going on Boston?",off-topic
'350036885445427200',"@renee_shepard Just convince a guy to hang upside down from a tree, or take matters into your own hands and set a trap.",off-topic
'350298831239389184',"Its going to be so hard to say goodbye today.",off-topic
'348444390584377344',"Been a while since I have made that drive @laurielyons but recall going down for the day to catch am #nfl game #SITSSharefest",off-topic
'349663900368781312',"Pretty sure I'm the only one writing the science diploma still",off-topic
'348961572783271937',"A squad of heavy choppers just flew by",off-topic
'350953364407861248',"Ohsh*t !! Goosebumps. Okay na siya but--- the baby didn't survive. Fudge! I'm not expecting this!",off-topic
'351695872033165315',"Internal Auditor and Accountant in Cochrane, AB #oilandgas #job #hiring http://t.co/zkYvUpfl3B",off-topic
'348237327950282752',"@BlueJays #Whiff No one said this come back would be easy. Get those runs back! #GoJaysGo #LoveThisTeam",off-topic
'349933260614270976',"the person who invented marriage was creepy as hell like yo i love u so much im gonna get the government involved so u cant leave bahahaha",off-topic
'350658349680963585',"Really lucky, saw Herbie Hancock live last nite. Like Mozart with a synth, cool to be in the presence of greatness. Amazing gig...",off-topic
'348542671578599425',"@VerandaInterior whoa.. Tough call. Narrow your wants down a bit!",off-topic
'350451359503482880',"#dollarrentacar looking good.  The desk staff in Calgary are #awesome",off-topic
'348569091046535168',"@Peggo36 I'm great thanks, how are you? Haha yeah I am! Coming home in a couple weeks :) what have you been doing with yourself?",off-topic
'350784023133552642',"And they're not the only ones.",off-topic
'350124075827462144',"An alien archaeologist who's in hiding in the underground caverns of Duro. He's a cousin of Dustini.",off-topic
'351394418223366145',"The way 'Days Like That-Sugar Jones' just spoke into my life though.",off-topic
'350321443055206402',"Only crummy thing about being stuck at school all day is that I become the Help Desk for everyone. Without wanting to be.",off-topic
'348502602381684738',"@mountroyal4u do we know what is happening for final exams on Monday?",off-topic
'351445063613693952',"Oh haiii! I'm gonna steal your pillow and sleep on it all day and then do this when you turn the http://t.co/7OwnNDLfgO",off-topic
'350026766112403456',"Edmontonians cleaning up after flooding: City of Edmonton officials said they will be reviewing how they... http://t.co/mFp4KlNd54",on-topic
'350988125352361984',"I feel like I deserve to throw up but this hangover is pretty bad so it will have to suffice",off-topic
'350954066198802432',"@josepicardo Get the air &amp; TimeCapsule. Solid state drive means they're very quick and so light for travelling. #macaddict",off-topic
'349175077281071106',"Yoga Ball Katamari Damacy Controller. If I get this I will die and go to controller heaven.   http://t.co/8Jc1dZs4ZA #katamari",off-topic
'350241597369233408',"A new vision came to him, rushing out of the void to fill his mind.",off-topic
'351402192432939008',"#CanadaDay shows up at this time as Trend in Calgary http://t.co/dgT8rVm2H7",off-topic
'351164148270366720',"Expectations: Me: happy birthday i love you Mommy: thanks my princess, i love you too  Reality:  Me:happy birthday love you Mommy: thanks",off-topic
'351724235879755777',"Its self-created weapons fired in return, steady and rapid. Jaina pulled back on the stick hard and was slammed #back aga",off-topic
'349757943174017025',"@DaRealGabriella I've heard but I still won't believe it until they say on tv or something",off-topic
'348516147706073088',"RT @LukaszukMLA @medicinehatcity residents do what u can to protect homes. River is staring to rise #abflood #ableg http://t.co/V2ynHdITGO",on-topic
'349654681733185537',"Move in less then a month #bittersweet",off-topic
'349897183417470977',"'Boston' appeared on Tuesday 25 at the 7th place in the Top20 of Edmonton's Trends: http://t.co/EuKOxJpvFb",off-topic
'350279599940304896',"Jogan #heard the alien voices outside and tried to rise, fighting the pain. She nudged him back down. He puffed, spent fr",off-topic
'351023972474822657',"@JonathanWillis @BruceMcCurdy - terrible at trade proposals but would Hemsky, Gagner and the 7th be about right for Seguin?",off-topic
'349382624143347713',"@MommaKayln dot know how much more I can go its already lifted 12 inches lol",off-topic
'351179844329017344',"Canada Day events to act as celebration of Calgarys resiliency: Calgarians are invited to celebrate Canada Day... http://t.co/Ouoaq9B4Oi",off-topic
'351188908912033792',"Sometimes being nice is the only thing you can do",off-topic
'350651573992554496',"First thing I'm doing in my new apartment is... Getting a fucking cat!!",off-topic
'349688910542151680',"I need to do something or I'm gonna drive myself crazy. Being home alone sucks.",off-topic
'348527270849298432',"@bonanzadynamite @Forzy76Taras 10 in a row boys. Fun to see. Go @BlueJays",off-topic
'349363924279369729',"#UnderTheDome shows up at this time as Trend in Calgary http://t.co/UxpCkna1Fe",off-topic
'349704686682648580',"@EricMurphyGroup No he's not anything special. IMO, it's a bit early to give up &amp; no one more critical of our organizational depth than me",off-topic
'348594428476268546',"@nicastro19 Haha no man, they suck ;)",off-topic
'349274197614268417',"Anyone need a bag or 2 of salsa?",off-topic
'350214734961852416',"The resignation in Han's voice worried Leia more than any amount of yelling or cursing would have. It almost seemed as t",off-topic
'349879675809570817',"A sign of all the work ahead -- no bridges on the Elbow River have re-opened. Only 30% of flooded downtown buildings have power #",on-topic
'351024990889590785',"Fucking fuck Urban Outfitters, your online shop gets me every time. Every. Time. #helloislandjewellry",off-topic
